AccountId,UsdAmount,duration
127359,27.0,44
127367,343.383,137
127371,1000.0,2
127378,566.644,0
127398,7392.98,220
127407,2831.475,9
127409,450.0,44
127412,250.0,0
127443,816.5,104
127456,285.466,14
127457,22839.2,0
127466,255.528,2
127508,500.0,47
127510,250.0,45
127538,1000.0,0
127541,500.0,50
127545,227.848,0
127592,250.0,20
127595,800.0,26
127599,250.0,115
127631,500.0,9
127649,1250.0,40
127653,566.875,0
127657,550.0,251
127664,250.0,104
127675,5.0,0
127683,251.44,3
127701,1140.0,50
127731,250.0,1
127735,500.0,4
127736,244.0,85
127739,255.0,45
127742,250.0,0
127743,265.0,73
127745,250.0,112
127746,283.68,0
127754,500.0,6
127756,250.0,102
127764,500.0,2
127831,250.0,182
127840,1399.0,67
127849,2.2642,0
127852,500.0,0
127893,250.0,0
127903,500.0,14
127910,250.0,189
127926,250.0,2
127999,251.9,0
128020,250.0,0
128027,250.0,34
128028,253.0,111
128049,5500.0,97
128064,250.0,7
128078,250.0,94
128089,1000.0,47
128104,1370.0,131
128107,2000.0,2
128112,1000.0,0
128130,500.0,0
128143,988.0,0
128145,26000.0,260
128149,1000.0,52
128158,250.0,1
128166,350.0,21
128237,250.0,12
128314,250.0,3
128322,250.0,9
128349,250.0,26
128361,250.0,0
128363,1000.0,0
128373,102015.9847,199
128395,500.0,0
128409,250.0,14
128414,300.0,0
128447,560.0,72
128472,250.0,32
128527,1000.0,79
128530,250.0,28
128546,750.0,44
128556,250.0,0
128572,560.0,116
128591,240.0,0
128666,900.0,14
128674,250.0,0
128684,250.0,3
128739,250.0,26
128740,968.0,9
128744,250.0,48
128747,250.0,19
128756,1200.0,104
128760,1.0,0
128773,280.0,255
128801,500.0,13
128803,1255.06,206
128822,250.0,71
128823,1000.0,22
128829,500.0,6
128834,350.0,23
128836,400.0,2
128844,250.0,0
128862,4765.0,193
128940,4600.0,175
128960,1100.0,53
128967,1000.0,20
129005,250.0,37
129034,248.69,4
129081,992.36,0
129085,500.0,95
129087,675.0,69
129102,250.0,7
129105,250.0,0
129124,2000.0,41
129133,300.0,8
129139,5000.0,144
129142,3100.0,61
129161,50.0,0
129209,280.0,0
129226,1250.0,31
129251,250.0,22
129257,1000.0,13
129272,250.0,5
129281,150.0,252
129359,530.0,279
129398,250.0,32
129406,250.0,0
129408,345.6,26
129410,1250.0,9
129422,250.0,11
129436,250.0,0
129441,250.93,89
129444,250.0,74
129452,500.0,0
129475,250.0,1
129502,500.0,13
129504,250.0,6
129547,40.0,1
129566,250.0,0
129569,400.0,0
129588,500.0,0
129593,18000.0,20
129599,500.0,0
129602,250.76,1
129605,250.0,3
129624,500.0,0
129673,500.0,98
129680,240.0,0
129690,50.0,0
129717,2000.0,167
129725,3025.0,13
129742,251.0,214
129767,500.0,0
129883,566.105,0
129889,4287.67,6
129893,250.0,12
129931,493.4,0
129934,250.0,80
129987,500.0,3
129990,250.0,49
129991,250.0,0
129998,330.0,45
130007,253.31,73
130016,250.0,0
130019,250.0,0
130020,250.0,0
130021,500.0,0
130040,275.0,122
130070,250.0,0
130090,250.0,0
130156,500.0,31
130159,550.0,50
130162,250.0,90
130165,100.0,0
130168,2254.91,47
130179,600.0,0
130191,250.0,51
130200,250.0,22
130215,250.0,48
130218,255.0,36
130235,3700.0,169
130238,240.0,10
130268,700.0,0
130270,2300.0,47
130272,15.0,1
130279,6.0,0
130285,400.0,0
130298,250.0,0
130304,10.0,0
130358,10000.0,0
130374,100.0,4
130412,500.0,15
130430,275.0,37
130452,250.0,16
130453,250.65,0
130455,250.0,7
130457,4450.0,112
130478,260.0,32
130480,250.0,0
130481,500.0,0
130482,249.0,1
130493,250.0,7
130495,8090.0,39
130543,275.13,2
130546,250.0,41
130551,679.5,119
130558,250.0,0
130566,250.0,14
130567,534.75,19
130602,250.0,9
130626,1175.6,93
130630,250.0,9
130661,300.0,84
130676,500.0,0
130677,250.0,0
130703,1750.0,48
130714,250.0,3
130726,250.0,11
130736,275.0,45
130751,4000.0,37
130762,250.0,0
130765,250.0,24
130793,860.0,228
130813,500.0,0
130814,250.0,10
130815,13427.91,147
130825,250.0,8
130826,250.0,221
130845,20600.0,281
130878,349.35,170
130885,499.27250000000004,65
130888,900.0,19
130895,72500.0,142
130951,250.0,0
130994,300.0,55
131002,250.0,0
131003,250.0,14
131015,250.0,41
131022,250.0,2
131033,839.96,22
131077,7.06,0
131079,250.0,75
131097,250.0,6
131101,300.0,10
131105,250.0,21
131109,300.0,5
131121,10.0,0
131124,290.0,27
131147,240.0,0
131173,500.0,148
131194,258.52,0
131231,450.0,21
131248,245.0,292
131255,250.0,54
131256,950.0,84
131258,1126.53,0
131261,520.0,54
131283,850.0,0
131334,250.0,0
131344,250.0,34
131350,50.0,3
131351,1241.96,108
131358,278.0,75
131373,495.0,70
131469,137343.23,142
131520,1000.0,15
131541,1000.0,0
131555,250.04,0
131580,1.0,0
131599,1500.0,45
131603,250.0,29
131604,5950.0,76
131612,650.0,285
131618,243.42,0
131620,15.0,0
131625,950.0,0
131629,60.0,289
131634,3386.58,8
131649,250.46,0
131686,2700.0,84
131696,250.0,4
131702,39298.85999999999,42
131705,250.0,29
131709,500.0,3
131718,250.0,0
131730,500.0,0
131736,13424.099999999999,85
131773,435.91,119
131805,250.0,0
131812,320.0,153
131814,250.0,123
131819,250.0,8
131830,356.94,5
131843,300.0,45
131846,100.0,0
131863,530.0,13
131870,1113.5527,2
131873,250.0,3
131884,250.0,0
131929,250.0,8
132003,3673.4,5
132023,250.0,14
132052,250.0,0
132059,550.0,7
132072,500.0,42
132110,250.0,0
132123,330.0,39
132142,250.0,27
132155,500.7215,104
132166,250.0,0
132177,500.0,0
132180,502.88,201
132186,325.0,18
132210,12000.0,141
132226,250.0,56
132228,750.0,0
132251,251.0,74
132260,250.0,7
132292,250.0,0
132307,1360.0,68
132314,4232.0,9
132315,250.0,8
132318,500.0,42
132322,1000.0,50
132347,252.15,0
132352,650.0,7
132353,750.0,56
132356,500.0,0
132361,1000.0,0
132362,2900.0,61
132378,500.0,14
132381,250.0,0
132417,172.6864,0
132486,300.0,91
132489,250.0,3
132519,250.0,4
132526,300.0,0
132527,250.0,0
132530,250.0,0
132544,4520.0,32
132554,200.0,0
132555,500.0,0
132556,100.0,0
132588,767.0,124
132589,2805.0,17
132598,300.0,8
132610,100.0,0
132620,250.0,33
132624,750.0,11
132644,250.0,5
132664,1005.0,36
132681,250.0,0
132700,500.0,0
132706,750.0,90
132713,500.0,0
132731,500.0,54
132733,595.0,29
132769,245.0,20
132804,25.0,8
132834,250.0,0
132854,500.0,10
132861,580.0,52
132864,1000.0,0
132870,500.0,0
132884,275.0,71
132890,1.0,0
132932,451.88,0
132933,100.0,0
132958,2936.0,69
132972,900.0,0
132989,540.0,6
133008,260.0,29
133019,20.0,0
133020,250.0,0
133027,479521.1299999999,268
133028,278.2925,14
133029,500.0,7
133041,2.0,0
133052,500.0,0
133080,250.0,23
133082,110.0,0
133119,500.0,71
133128,2000.0,0
133152,752.97,0
133175,4500.0,55
133186,250.0,0
133248,45556.9,146
133251,250.0,0
133253,1900.0,223
133269,750.0,0
133271,2000.0,81
133281,10001.34,55
133318,1122.95,0
133462,558.3475000000001,191
133501,270.0,10
133519,3751.0,0
133544,3250.0,0
133550,340.0,12
133557,500.0,0
133560,250.0,6
133563,299.26,16
133580,20098.25,85
133666,500.0,0
133671,250.0,0
133673,245.0,8
133684,2.2257,0
133686,23.0,0
133703,74685.915,99
133727,500.0,0
133781,250.0,11
133802,250.0,172
133827,240.0,2
133861,250.0,3
133865,3968.94,76
133868,300.0,38
133880,1510.0,4
133882,20000.2,0
133898,3221.0,38
133929,250.0,41
133958,1000.0,6
133965,250.0,15
133980,241.96,66
133988,2500.0,58
134046,250.0,0
134074,500.0,33
134076,1350.0,28
134078,500.0,0
134085,500.0,22
134122,250.0,0
134123,300.0,9
134135,750.0,17
134149,250.0,13
134175,3026.33,56
134200,15.0,4
134201,250.0,0
134360,9300.0,36
134370,4.0,0
134383,903.89,12
134387,250.0,40
134405,250.0,0
134407,262.16,0
134417,5000.0,0
134470,251.08,0
134486,250.0,20
134524,250.0,29
134525,339.519,0
134529,250.0,8
134532,250.0,10
134537,360.0,45
134547,2000.0,0
134577,1250.0,13
134583,800.0,53
134602,550.0,2
134665,501.0,5
134669,1000.0,0
134710,558.79,40
134721,250.0,42
134733,250.0,0
134739,6000.0,19
134740,500.0,0
134742,300.0,37
134752,600.0,68
134780,4.0,0
134794,750.0,0
134809,788.0,33
134823,901.7,139
134845,250.0,0
134869,2007.0,0
134889,3487.0,76
134915,11300.0,67
134940,250.0,139
134941,500.0,4
134944,550.0,145
134955,505.0,26
134966,250.0,0
134999,250.0,0
135002,25700.0,75
135015,500.0,20
135016,250.0,0
135023,250.0,32
135139,1451.0,56
135156,750.0,24
135157,300.0,159
135159,500.0,0
135165,1750.0,19
135169,750.0,8
135185,1300.0,26
135202,500.0,21
135203,16572.66,140
135215,250.0,0
135232,2500.0,5
135243,250.0,37
135244,100.0,0
135250,14.0,0
135253,10000.0,121
135254,1000.0,32
135257,490.0,102
135286,240.0,0
135299,250.0,0
135324,104016.45,200
135338,250.0,49
135353,3300.0,113
135362,3750.0,2
135368,273.0,9
135375,111.905,0
135377,502.0,27
135390,634.97,0
135394,250.0,0
135398,17500.0,56
135410,2070.0,35
135416,490.0,1
135432,1446.8,96
135437,250.0,0
135445,750.0,13
135480,556.115,0
135483,4995.0,40
135485,750.0,21
135489,350.0,1
135518,1800.0,7
135530,250.0,12
135533,500.0,0
135537,1.0,0
135538,250.0,0
135547,244.68,6
135559,10000.0,8
135583,500.0,2
135584,250.0,0
135587,350.0,94
135596,1290.0,99
135597,750.0,6
135603,22700.0,18
135614,43720.0,19
135630,6690.0,42
135631,890.0,190
135633,254.60999999999999,0
135638,250.0,162
135639,5085.78,107
135643,6.0,0
135675,2335.0,58
135677,3054.9700000000003,152
135688,540.0,0
135689,562.595,1
135702,11.0,6
135706,947.0,44
135719,557.925,0
135723,1.0,0
135731,1000.0,45
135732,500.0,0
135734,270.0,0
135737,1500.0,12
135740,521.0,42
135741,1450.0,69
135775,250.0,18
135788,21000.0,108
135804,500.0,37
135820,1510.0,46
135836,250.0,0
135839,300.0,0
135840,750.0,3
135841,10303.0,17
135842,7500.0,92
135849,250.0,0
135851,500.0,0
135852,4135.0,24
135873,1117.0,83
135877,5.0,0
135879,783.318,15
135895,27900.0,53
135896,4270.0,61
135899,500.0,0
135916,1613.0,16
135924,500.0,14
135926,1000.0,0
135943,70.0,0
135951,800.0,24
135953,250.0,0
135956,250.0,0
135966,725.0,37
135979,250.0,0
135993,790.0,0
135994,700.0,7
136004,260.0,0
136011,500.0,15
136019,3956.0,0
136020,25.0,0
136021,750.0,0
136038,3000.0,0
136082,450.0,0
136091,500.0,0
136092,1120.85,0
136096,500.0,0
136097,2135.4900000000002,150
136099,1000.0,23
136109,1000.0,0
136115,2190.0,2
136117,2240.0,15
136121,2500.0,6
136123,4250.0,135
136139,250.0,0
136148,500.0,170
136151,250.0,17
136158,2050.0,202
136174,39477.2,1
136176,250.0,6
136183,850.0,24
136203,5899.0,25
136207,250.0,10
136208,559.915,0
136213,500.0,0
136214,250.0,0
136248,2560.88,9
136249,2000.0,41
136264,500.0,0
136265,6000.0,20
136278,750.0,5
136294,792.69,12
136350,5.0,0
136353,1000.0,0
136367,988.0,68
136382,3865.88,7
136439,406.0,39
136442,50530.0,11
136443,1750.0,128
136448,4557.02,0
136449,4000.0,7
136454,500.0,1
136463,250.0,0
136474,1000.0,0
136486,500.0,55
136487,500.0,0
136490,7982.430000000001,185
136494,96100.0,174
136497,500.0,0
136504,745.4300000000001,119
136509,2252.0,33
136514,300.0,0
136517,250.0,84
136519,1250.0,32
136539,1850.0,47
136548,250.0,0
136549,1750.0,6
136550,8721.0,52
136551,1100.0,0
136557,1980.0,12
136597,750.0,14
136602,2000.0,10
136604,360.0,10
136609,60.0,0
136615,50.0,0
136617,6750.0,11
136626,500.0,4
136629,501.16440000000006,9
136631,250.0,0
136635,21.0,24
136636,87495.88,167
136638,250.0,0
136641,250.0,0
136643,7413.5,100
136655,520.0,13
136657,1347.0866999999998,27
136670,250.0,1
136671,275.0,9
136682,500.0,0
136685,250.0,3
136687,10320.0,162
136693,500.0,0
136697,250.0,0
136706,103000.0,0
136723,563.18,0
136728,282.48,0
136735,3012.5,0
136738,39850.0,148
136741,860.0,92
136769,250.0,2
136774,500.0,0
136777,250.0,0
136784,2550.0,129
136790,250.0,14
136798,250.0,12
136810,1750.0,3
136817,600.0,3
136828,250.0,10
136853,300.0,2
136872,690.9174,22
136876,100.0,0
136938,250.0,10
136939,4220.0,154
136943,6171.555,102
136957,250.0,0
136962,10.0,0
136966,250.0,53
136979,250.0,0
136980,2807.6936,3
137022,500.0,34
137035,1150.0,20
137046,1536.8465,2
137058,500.0,0
137108,500.0,0
137119,281.3725,0
137128,250.0,42
137151,540.0,33
137158,250.0,0
137172,750.0,21
137173,1.0,0
137186,10.0,121
137211,450.0,4
137234,505.0,7
137238,500.0,0
137240,562.915,0
137241,4.0,0
137252,1200.0,0
137258,250.0,15
137259,750.0,0
137295,2.0,0
137342,595.0,71
137391,1250.0,0
137418,2251.62,0
137434,515.0,173
137456,703.97,0
137462,1.0,0
137465,3900.0,85
137477,4540.0,47
137498,250.0,3
137536,250.0,0
137538,250.0,1
137549,750.0,0
137558,1.0,0
137602,1250.0,3
137614,2350.0,35
137622,570.0,45
137659,558.905,0
137677,250.0,0
137753,1200.0,19
137789,250.0,0
137799,750.0,0
137804,60000.0,0
137851,2800.0,10
137860,250.0,0
137863,4054.48,68
137869,600.0,19
137910,300.0,67
137911,80.0,0
137920,500.0,0
137925,700.0,6
137926,610.6716999999999,7
137932,500.0,0
137937,160928.62999999998,140
137944,1018.1,15
137945,500.0,60
137949,800.0,4
137950,690.0,39
137952,855.0,96
137954,250.0,0
137955,955.0,21
137957,1160.0,10
137959,350.0,29
137963,278.3825,0
137965,1700.0,53
137967,4585.0,78
137982,255.0,23
137989,3419.87,116
137992,250.0,0
137998,250.0,0
138006,250.0,0
138007,2500.92,100
138020,2500.0,41
138027,250.0,0
138032,250.0,0
138040,1107.09,44
138041,1000.0,0
138042,16642.135899999997,93
138044,250.0,9
138052,2700.0,0
138056,1030.0,0
138057,1800.0,27
138061,960.0,14
138068,250.0,0
138074,500.0,0
138080,20002.62,32
138083,500.0,16
138089,250.0,0
138092,1783.09,57
138100,1000.0,0
138104,500.0,7
138110,500.0,27
138114,1910.0,0
138115,2000.0,93
138117,250.0,13
138124,1000.0,34
138128,500.0,0
138135,300.0,0
138147,600.0,1
138152,35753.81,99
138156,50.0,0
138158,8315.0,132
138163,55194.42,114
138174,307.83950000000004,0
138183,8325.495,67
138192,1900.0,42
138199,53.05,72
138200,144.9668,0
138204,500.0,0
138206,732.97,19
138219,1350.0,22
138227,250.0,0
138236,1350.0,7
138239,250.0,51
138246,250.0,112
138265,250.0,4
138267,1400.0,27
138271,20.0,0
138279,26707.289999999997,19
138280,250.0,47
138288,5683.3,80
138293,1000.0,20
138296,1000.0,0
138311,250.0,11
138312,450.0,53
138315,150.33,0
138321,250.0,47
138327,8722.98,57
138331,65712.11,127
138338,549.165,6
138340,150305.86,103
138344,789.5391999999999,48
138352,1947.05,87
138354,159.3431,105
138362,503.1,0
138364,500.0,0
138366,4553.72,0
138380,550.8050000000001,17
138383,2000.0,13
138384,276.8225,0
138388,500.0,0
138398,250.0,4
138400,88879.02179999999,41
138415,1600.0,59
138419,12143.085000000001,28
138426,14959.08,78
138434,17500.0,0
138435,2750.0,25
138440,2024.0,17
138443,6995.0,48
138444,200.0,17
138445,2216.911,16
138452,750.0,7
138453,2122.5,95
138457,7053.84,5
138458,751.0,0
138465,10.0,0
138473,1250.0,7
138482,1000.0,2
138483,2.0,0
138484,1100.0,6
138489,96991.2464,27
138501,5500.0,52
138508,1962.97,38
138526,2350.0,0
138527,12500.0,55
138529,365.0,4
138539,760.04,0
138544,1150.0,7
138550,23172.34,30
138551,110.603,0
138560,40148.939999999995,8
138561,10000.0,0
138570,22735.23,27
138592,300.0,0
5000000,10000.0,0
5000001,10000.0,0
5000002,10000.0,0
5000003,10000.0,0
5000004,10000.0,0
5000005,10000.0,0
5000007,10000.0,0
5000008,10000.0,0
5000009,10000.0,0
5000010,10000.0,0
5000011,10000.0,0
5000023,10000.0,0
5000024,10000.0,0
5000025,10000.0,0
5000026,10000.0,0
5000027,11938.4,0
5000028,10000.0,0
5000029,10000.0,0
5000033,11938.4,0
5000034,10000.0,0
5000035,10000.0,0
5000037,10000.0,0
5000038,10000.0,0
5000039,10000.0,0
5000041,10000.0,0
5000042,10000.0,0
5000043,10000.0,0
5000044,10000.0,0
5000046,10000.0,0
5000047,11938.4,0
5000048,11938.4,0
5000049,10000.0,0
5000050,10000.0,0
5000051,10000.0,0
5000052,11938.4,0
5000054,10000.0,0
5000055,10000.0,0
5000057,10000.0,0
5000058,10000.0,0
5000059,10000.0,0
5000060,10000.0,0
5000061,10000.0,0
5000062,10000.0,0
5000063,10000.0,0
5000065,10000.0,0
5000066,10000.0,0
5000067,11705.5,0
5000068,10000.0,0
5000069,10000.0,0
5000070,10000.0,0
5000071,11682.1,0
5000073,10000.0,0
5000074,10000.0,0
5000075,10000.0,0
5000076,10000.0,0
5000077,10000.0,0
5000078,10000.0,0
5000079,10000.0,0
5000080,10000.0,0
5000081,10000.0,0
5000082,10000.0,0
5000083,10000.0,0
5000084,10000.0,0
5000085,10000.0,0
5000086,10000.0,0
5000087,10000.0,0
5000088,10000.0,0
5000089,10000.0,0
5000090,10000.0,0
5000091,10000.0,0
5000092,10000.0,0
5000093,10000.0,0
5000094,10000.0,0
5000095,10000.0,0
5000096,10000.0,0
5000097,10000.0,0
5000098,10000.0,0
5000099,10000.0,0
5000100,10000.0,0
5000101,10000.0,0
5000102,10000.0,0
5000103,10000.0,0
5000104,10000.0,0
5000105,10000.0,0
5000106,10000.0,0
5000107,10000.0,0
5000108,10000.0,0
5000109,10000.0,0
5000110,10000.0,0
5000111,10000.0,0
5000112,10000.0,0
5000113,10000.0,0
5000114,10000.0,0
5000115,10000.0,0
5000116,10000.0,0
5000117,10000.0,0
5000118,10000.0,0
5000119,10000.0,0
5000120,10000.0,0
5000121,10000.0,0
5000122,10000.0,0
5000123,10000.0,0
5000124,10000.0,0
5000125,10000.0,0
5000126,10000.0,0
5000127,10000.0,0
5000128,10000.0,0
5000129,10000.0,0
5000130,10000.0,0
5000131,10000.0,0
5000132,10000.0,0
5000133,10000.0,0
5000134,10000.0,0
5000135,10000.0,0
5000136,10000.0,0
5000137,10000.0,0
5000138,10000.0,0
5000139,10000.0,0
5000140,10000.0,0
5000141,10000.0,0
5000142,10000.0,0
5000143,10000.0,0
5000144,10000.0,0
5000145,10000.0,0
5000146,10000.0,0
5000147,10000.0,0
5000148,10000.0,0
5000149,10000.0,0
5000150,10000.0,0
5000151,10000.0,0
5000152,60000.0,108
5000153,10000.0,0
5000154,10000.0,0
5000155,10000.0,0
5000156,10000.0,0
5000157,10000.0,0
5000158,10000.0,0
5000159,10000.0,0
5000160,10000.0,0
5000161,10000.0,0
5000162,10000.0,0
5000163,10000.0,0
5000164,10000.0,0
5000165,10000.0,0
5000166,10000.0,0
5000167,10000.0,0
5000168,10000.0,0
5000169,10000.0,0
5000170,10000.0,0
5000171,10000.0,0
5000172,10000.0,0
5000173,10000.0,0
5000174,10000.0,0
5000175,10000.0,0
5000176,10000.0,0
5000177,10000.0,0
5000178,10000.0,0
5000179,10000.0,0
5000180,10000.0,0
5000181,10000.0,0
5000182,10000.0,0
5000183,10000.0,0
5000184,11621.2,0
5000185,10000.0,0
5000186,10000.0,0
5000187,10000.0,0
5000188,11596.6,0
5000189,11590.1,0
5000190,10000.0,0
5000191,10000.0,0
5000192,10000.0,0
5000193,10000.0,0
5000194,10000.0,0
5000195,10000.0,0
5000196,10000.0,0
5000197,10000.0,0
5000198,10000.0,0
5000199,11599.4,0
5000200,10000.0,0
5000201,10000.0,0
5000202,10000.0,0
5000203,10000.0,0
5000204,10000.0,0
5000205,10000.0,0
5000206,10000.0,0
5000207,10000.0,0
5000208,10000.0,0
5000209,10000.0,0
5000210,10000.0,0
5000211,10000.0,0
5000212,10000.0,0
5000213,10000.0,0
5000214,10000.0,0
5000215,10000.0,0
5000216,10000.0,0
5000217,10000.0,0
5000218,10000.0,0
5000219,10000.0,0
5000220,10000.0,0
5000221,10000.0,0
5000222,10000.0,0
5000223,10000.0,0
5000224,10000.0,0
5000225,10000.0,0
5000226,10000.0,0
5000227,10000.0,0
5000228,10000.0,0
5000229,10000.0,0
5000230,10000.0,0
5000231,10000.0,0
5000232,10000.0,0
5000233,10000.0,0
5000234,10000.0,0
5000235,10000.0,0
5000236,10000.0,0
5000237,10000.0,0
5000238,10000.0,0
5000239,10000.0,0
5000240,10000.0,0
5000241,10000.0,0
5000242,10000.0,0
5000243,10000.0,0
5000244,10000.0,0
5000245,10000.0,0
5000246,10000.0,0
5000247,10000.0,0
5000248,10000.0,0
5000249,10000.0,0
5000250,10000.0,0
5000251,10000.0,0
5000252,10000.0,0
5000253,10000.0,0
5000254,10000.0,0
5000255,10000.0,0
5000256,10000.0,0
5000257,10000.0,0
5000258,10000.0,0
5000259,10000.0,0
5000260,10000.0,0
5000264,10000.0,0
5000265,10000.0,0
5000266,10000.0,0
5000267,10000.0,0
5000268,10000.0,0
5000269,10000.0,0
5000270,10000.0,0
5000271,10000.0,0
5000272,10000.0,0
5000273,10000.0,0
5000274,10000.0,0
5000275,10000.0,0
5000276,10000.0,0
5000277,10000.0,0
5000278,10000.0,0
5000279,10000.0,0
5000280,10000.0,0
5000281,10000.0,0
5000282,10000.0,0
5000283,10000.0,0
5000285,10000.0,0
5000286,10000.0,0
5000287,10000.0,0
5000288,10000.0,0
5000289,10000.0,0
5000290,10000.0,0
5000291,10000.0,0
5000292,10000.0,0
5000293,10000.0,0
5000294,10000.0,0
5000295,10000.0,0
5000296,10000.0,0
5000297,11621.5,0
5000298,10000.0,0
5000299,10000.0,0
5000300,10000.0,0
5000301,10000.0,0
5000302,10000.0,0
5000303,10000.0,0
5000304,10000.0,0
5000305,10000.0,0
5000306,11000.0,110
5000307,10000.0,0
5000308,10000.0,0
5000309,10000.0,0
5000310,10000.0,0
5000311,10000.0,0
5000312,10000.0,0
5000313,10000.0,0
5000314,10000.0,0
5000315,11764.6,0
5000316,12939.75,0
5000317,11783.0,0
5000318,11783.0,0
5000319,10000.0,0
5000320,10000.0,0
5000321,10000.0,0
5000322,10000.0,0
5000323,10000.0,0
5000325,10000.0,0
5000326,10000.0,0
5000327,10000.0,0
5000328,11528.9,0
5000329,10000.0,0
5000330,10000.0,0
5000331,10000.0,0
5000332,10000.0,0
5000333,10000.0,0
5000334,10000.0,0
5000335,11498.8,0
5000336,10000.0,0
5000337,10000.0,0
5000338,10000.0,0
5000339,10000.0,0
5000340,10000.0,0
5000341,10000.0,0
5000342,10000.0,0
5000343,10000.0,0
5000344,10000.0,0
5000345,10000.0,0
5000347,10000.0,0
5000348,10000.0,0
5000349,10000.0,0
5000350,10000.0,0
5000351,22851.7,118
5000352,10000.0,0
5000353,10000.0,0
5000354,10000.0,0
5000355,10000.0,0
5000356,10000.0,0
5000357,10000.0,0
5000358,10000.0,0
5000359,10000.0,0
5000360,10000.0,0
5000361,10000.0,0
5000362,10000.0,0
5000363,10000.0,0
5000364,10000.0,0
5000365,10000.0,0
5000366,10000.0,0
5000367,10000.0,0
5000368,10000.0,0
5000369,10000.0,0
5000370,10000.0,0
5000371,10000.0,0
5000372,10000.0,0
5000373,10000.0,0
5000374,10000.0,0
5000375,10000.0,0
5000376,10000.0,0
5000377,10000.0,0
5000378,10000.0,0
5000379,10000.0,0
5000380,10000.0,0
5000381,10000.0,0
5000382,10000.0,0
5000383,10000.0,0
5000384,10000.0,0
5000385,10000.0,0
5000386,10000.0,0
5000387,10000.0,0
5000388,10000.0,0
5000389,10000.0,0
5000390,10000.0,0
5000391,10000.0,0
5000392,10000.0,0
5000393,10000.0,0
5000394,10000.0,0
5000395,10000.0,0
5000396,10000.0,0
5000397,10000.0,0
5000398,10000.0,0
5000399,10000.0,0
5000400,10000.0,0
5000401,10000.0,0
5000402,10000.0,0
5000403,10000.0,0
5000404,10000.0,0
5000407,10000.0,0
5000408,10000.0,0
5000409,10000.0,0
5000410,10000.0,0
5000411,10000.0,0
5000412,10000.0,0
5000413,10000.0,0
5000414,10000.0,0
5000415,10000.0,0
5000416,10000.0,0
5000417,10000.0,0
5000418,10000.0,0
5000419,10000.0,0
5000420,10000.0,0
5000421,10000.0,0
5000422,10000.0,0
5000423,10000.0,0
5000424,10000.0,0
5000425,10000.0,0
5000426,10000.0,0
5000427,10000.0,0
5000428,10000.0,0
5000429,10000.0,0
5000430,10000.0,0
5000431,10000.0,0
5000432,10000.0,0
5000433,10000.0,0
5000434,10000.0,0
5000435,10000.0,0
5000436,10000.0,0
5000437,10000.0,0
5000438,10000.0,0
5000439,10000.0,0
5000440,10000.0,0
5000441,10000.0,0
5000442,10000.0,0
5000443,10000.0,0
5000444,10000.0,0
5000445,10000.0,0
5000446,10000.0,0
5000447,10000.0,0
5000448,10000.0,0
5000449,10000.0,0
5000450,10000.0,0
5000451,10000.0,0
5000452,10000.0,0
5000453,10000.0,0
5000454,250.0,0
5000455,10000.0,0
5000456,10000.0,0
5000457,10000.0,0
5000458,10000.0,0
5000459,10000.0,0
5000460,10000.0,0
5000461,10000.0,0
5000462,10000.0,0
5000463,10000.0,0
5000464,10000.0,0
5000465,10000.0,0
5000466,10000.0,0
5000467,10000.0,0
5000468,10000.0,0
5000469,10000.0,0
5000470,10000.0,0
5000471,10000.0,0
5000472,10000.0,0
5000473,10000.0,0
5000474,10000.0,0
5000475,10000.0,0
5000476,10000.0,0
5000477,10000.0,0
5000478,10000.0,0
5000480,10000.0,0
5000481,10000.0,0
5000482,10000.0,0
5000483,10000.0,0
5000484,10000.0,0
5000485,10000.0,0
5000486,10000.0,0
5000487,10000.0,0
5000488,10000.0,0
5000489,10000.0,0
5000490,10000.0,0
5000491,10000.0,0
5000492,12000.0,295
5000493,10000.0,0
5000494,10000.0,0
5000495,10000.0,0
5000496,10000.0,0
5000497,10000.0,0
5000498,10000.0,0
5000499,10000.0,0
5000500,10000.0,0
5000501,10000.0,0
5000502,10000.0,0
5000503,10000.0,0
5000504,10000.0,0
5000505,10000.0,0
5000506,10000.0,0
5000507,10000.0,0
5000508,10000.0,0
5000509,10000.0,0
5000510,10000.0,0
5000511,10000.0,0
5000512,10000.0,0
5000513,10000.0,0
5000514,10000.0,0
5000515,10000.0,0
5000516,10000.0,0
5000517,10000.0,0
5000518,10000.0,0
5000519,10000.0,0
5000520,10000.0,0
5000521,10000.0,0
5000522,10000.0,0
5000523,10000.0,0
5000524,10000.0,0
5000525,10000.0,0
5000526,10000.0,0
5000527,50000.0,0
5000528,10000.0,0
5000529,10000.0,0
5000530,10000.0,0
5000531,10000.0,0
5000532,10000.0,0
5000533,10000.0,0
5000534,10000.0,0
5000535,10000.0,0
5000536,10000.0,0
5000537,10000.0,0
5000538,10000.0,0
5000539,10000.0,0
5000540,10000.0,0
5000541,10000.0,0
5000542,10000.0,0
5000543,10000.0,0
5000544,10000.0,0
5000545,10000.0,0
5000546,10000.0,0
5000547,10000.0,0
5000548,10000.0,0
5000549,10000.0,0
5000550,10000.0,0
5000551,10000.0,0
5000552,10000.0,0
5000553,10000.0,0
5000554,10000.0,0
5000555,10000.0,0
5000556,10000.0,0
5000557,10000.0,0
5000558,10000.0,0
5000559,10000.0,0
5000560,10000.0,0
